Forced GVT,Total GVT Computations,Total All Reduce Calls,Average Reduction / GVT,total events processes,events aborted,events rolled back,event ties detected in PE queues,efficiency,total remote (shared mem) events processed,percent remote events,total remote network events processed,percent remote events,total rollbacks,primary rollbacks,secondary roll backs,fossil collect attempts,net events processed,remote sends,remote recvs
0,1,4,4.00,30,0,0,0,100.000000,0,0.000000,2,6.666667,0,0,0,1,30,2,0
0,6746,17873,2.65,107936,0,4666,0,95.481747,0,0.000000,16171,15.658952,2320,2021,299,6746,103270,18135,17539
0,7377,19451,2.64,118032,0,4878,0,95.689061,0,0.000000,17413,15.388762,2278,2028,250,7377,113154,19293,18737
0,7390,19463,2.63,118240,0,4834,0,95.737439,0,0.000000,16894,14.896919,2229,1958,271,7390,113406,18518,18341
0,7399,19578,2.65,118384,0,5575,0,95.058018,0,0.000000,16730,14.830377,2480,2120,360,7399,112809,18614,18354
0,7367,19443,2.64,117872,0,4549,0,95.985810,0,0.000000,16906,14.918419,2125,1831,294,7367,113323,18464,18375
0,7391,19553,2.65,118256,0,5254,0,95.350525,0,0.000000,16678,14.759031,2406,2129,277,7391,113002,18552,17990
0,7375,19555,2.65,118000,0,4348,0,96.174286,0,0.000000,17007,14.964101,1982,1739,243,7375,113652,18487,18480
0,7413,19719,2.66,118608,0,5762,0,94.893926,0,0.000000,16995,15.060348,2214,1896,318,7413,112846,18773,18562
0,7395,19665,2.66,118320,0,5791,0,94.853771,0,0.000000,16795,14.925042,2610,2323,287,7395,112529,18931,18301
0,7371,19553,2.65,117916,0,4607,0,95.934127,0,0.000000,16953,14.961742,2223,2000,223,7371,113309,18669,18015
