Forced GVT,Total GVT Computations,Total All Reduce Calls,Average Reduction / GVT,total events processes,events aborted,events rolled back,event ties detected in PE queues,efficiency,total remote (shared mem) events processed,percent remote events,total remote network events processed,percent remote events,total rollbacks,primary rollbacks,secondary roll backs,fossil collect attempts,net events processed,remote sends,remote recvs
0,1,6,6.00,1920,0,402,0,73.517787,0,0.000000,206,13.570487,79,39,40,1,1518,382,374
0,299,897,3.00,306176,0,204313,0,-100.576264,0,0.000000,15977,15.684792,28295,8250,20045,299,101863,82475,82661
0,301,902,3.00,308224,0,195226,0,-72.769430,0,0.000000,17129,15.158675,26884,8051,18833,301,112998,77383,78231
0,313,939,3.00,320512,0,207051,0,-82.486493,0,0.000000,16847,14.848274,28034,8452,19582,313,113461,80203,81634
0,310,930,3.00,317440,0,203717,0,-79.134388,0,0.000000,17109,15.044450,28171,8110,20061,310,113723,79301,79811
0,312,936,3.00,319488,0,206392,0,-82.492750,0,0.000000,16992,15.024404,27977,8222,19755,312,113096,79342,78518
0,311,932,3.00,318464,0,206023,0,-83.227648,0,0.000000,16808,14.948284,28400,8386,20014,311,112441,78436,77206
0,302,906,3.00,309248,0,196557,0,-74.421205,0,0.000000,16969,15.057990,27427,8221,19206,302,112691,77057,75001
0,318,954,3.00,325632,0,212275,0,-87.262366,0,0.000000,17165,15.142426,29703,8521,21182,318,113357,81863,80459
0,313,939,3.00,320512,0,206977,0,-82.302374,0,0.000000,16898,14.883516,28675,8076,20599,313,113535,77574,78707
0,315,944,3.00,320500,0,206779,0,-81.830093,0,0.000000,16959,14.912813,28566,8119,20447,315,113721,78941,78231
